,sentyr,judgeid,disparity_sex,nocounts_disparity,gender,x_black,x_dem,aba_best,christian
356,2006,"BUCKWALTER, RONALD L.",-0.026534071192145348,0.7777777910232544,1.0,0.0,0.0,1.0,1.0
3134,2004,"SWEET, ROBERT W.",0.07300686091184616,-0.6000000238418579,1.0,0.0,1.0,1.0,1.0
1250,2005,"GRAHAM, DONALD L.",0.0931147113442421,1.3125,1.0,1.0,0.0,0.0,1.0
1278,2011,"GRIESBACH, WILLIAM C.",0.0415697917342186,-0.07500004768371582,1.0,0.0,0.0,1.0,0.0
358,2003,"BULLOCK, FRANK W., JR.",0.1676444411277771,0.2857142686843872,1.0,0.0,0.0,0.0,1.0
1168,2009,"GETTLEMAN, ROBERT W.",0.011238795705139637,0.3529411554336548,1.0,0.0,1.0,1.0,0.0
1460,2005,"HOCHBERG, FAITH S.",0.11343750357627869,-1.5,0.0,0.0,1.0,1.0,0.0
2967,2007,"SMITH, ORTRIE D.",-0.0013701914576813579,-0.07926833629608154,1.0,0.0,1.0,0.0,1.0
2878,2010,"SHEA, EDWARD F.",0.06135797128081322,-0.59183669090271,1.0,0.0,1.0,0.0,0.0
3285,2004,"UNDERHILL, STEFAN R.",-5.9604645663569045e-09,0.0,1.0,0.0,1.0,1.0,0.0
1819,2009,"KUGLER, ROBERT B.",0.17365960776805878,0.34782612323760986,1.0,0.0,0.0,1.0,0.0
3523,2005,"WRIGHT, SCOTT O.",0.027622781693935394,-0.6315789222717285,1.0,0.0,1.0,0.0,1.0
3036,2004,"STAMP, FREDERICK P., JR.",0.20859910547733307,0.0,1.0,0.0,0.0,1.0,1.0
1070,2010,"FRIEDMAN, BERNARD A.",0.04618055000901222,0.16666662693023682,1.0,0.0,0.0,1.0,0.0
2563,2008,"QUARLES, WILLIAM D., JR.",0.08384354412555695,0.3265305757522583,1.0,1.0,0.0,1.0,0.0
177,2009,"BEISTLINE, RALPH R.",-0.012017001397907734,3.803030014038086,1.0,0.0,0.0,0.0,0.0
3210,2008,"THRASH, THOMAS W., JR.",0.13484463095664978,1.9743590354919434,1.0,0.0,1.0,1.0,1.0
3172,2008,"TEILBORG, JAMES A.",-0.03420042246580124,-0.75,1.0,0.0,1.0,0.0,1.0
3510,2006,"WOOTEN, TERRY L.",0.04732821509242058,0.75,1.0,0.0,0.0,1.0,0.0
2252,2006,"MONTGOMERY, ANN D.",0.13564935326576233,0.0625,0.0,0.0,1.0,1.0,1.0
1664,2010,"KANE, JOHN L., JR.",0.0209539495408535,0.05263161659240723,1.0,0.0,1.0,1.0,0.0
1065,2007,"FRANK, DONOVAN W.",0.006190333049744368,1.9393939971923828,1.0,0.0,1.0,0.0,1.0
828,2004,"DIMITROULEAS, WILLIAM P.",-0.013597864657640457,0.7878787517547607,1.0,0.0,1.0,1.0,0.0
500,2008,"CAVANAUGH, DENNIS M.",-0.011815851554274559,0.46666669845581055,1.0,0.0,1.0,1.0,0.0
1339,2010,"HAMILTON, JEAN C.",0.09618072211742401,-0.13333332538604736,0.0,0.0,0.0,1.0,1.0
2065,2007,"MAYS, SAMUEL H., JR.",0.11339518427848816,0.140425443649292,1.0,0.0,0.0,0.0,0.0
1670,2009,"KANE, YVETTE",0.04291204363107681,0.1904761791229248,0.0,0.0,1.0,0.0,1.0
413,2006,"CAMP, JACK T., JR.",0.007951784878969193,3.563218116760254,1.0,0.0,0.0,0.0,1.0
1932,2003,"LINDSAY, SAM A.",-2.9802322831784522e-09,8.0,1.0,1.0,1.0,0.0,0.0
1370,2005,"HEARTFIELD, THAD",-0.0028416612185537815,0.09756100177764893,1.0,0.0,1.0,1.0,0.0
547,2007,"CLELAND, ROBERT H.",0.08980768918991089,1.4500000476837158,1.0,0.0,0.0,0.0,1.0
2592,2010,"READE, LINDA R.",-0.004557845648378134,0.5,0.0,0.0,0.0,1.0,0.0
2906,2007,"SIMANDLE, JEROME B.",-0.07347980886697769,0.3333333730697632,1.0,0.0,0.0,1.0,0.0
3467,2004,"WILSON, STEPHEN V.",0.006493072956800461,-23.0,1.0,0.0,0.0,1.0,0.0
1780,2011,"KORNMANN, CHARLES B.",0.1984838843345642,0.0,1.0,0.0,1.0,0.0,0.0
288,2006,"BREYER, CHARLES R.",0.08894940465688705,-0.9166667461395264,1.0,0.0,1.0,1.0,0.0
3441,2005,"WHITTEMORE, JAMES D.",-0.017909059301018715,0.10975611209869385,1.0,0.0,1.0,1.0,1.0
3444,2004,"WHITTEMORE, JAMES D.",0.19096875190734863,-0.2749999761581421,1.0,0.0,1.0,1.0,1.0
2654,2007,"ROBRENO, EDUARDO C.",-0.08472678810358047,-0.5882353782653809,1.0,0.0,0.0,0.0,0.0
3056,2004,"STEARNS, RICHARD G.",-0.04944900795817375,1.0,1.0,0.0,1.0,1.0,1.0
2867,2011,"SHARPE, GARY L.",0.01662282459437847,0.07692313194274902,1.0,0.0,0.0,1.0,0.0
2744,2006,"SARGUS, EDMUND A., JR.",0.02283465676009655,-0.20714282989501953,1.0,0.0,1.0,1.0,0.0
1404,2004,"HERNDON, DAVID R.",0.016367675736546516,0.3666665554046631,1.0,0.0,1.0,0.0,1.0
2077,2007,"MCAVOY, THOMAS J.",0.08929688483476639,1.0,1.0,0.0,0.0,1.0,0.0
3415,2007,"WHELAN, THOMAS J.",-0.005750054959207773,0.15625,1.0,0.0,1.0,0.0,0.0
2780,2009,"SCHILLER, BERLE M.",-0.008117913268506527,-0.7777776718139648,1.0,0.0,1.0,1.0,0.0
1380,2011,"HEATON, JOE L.",-0.005593742243945599,-0.08333337306976318,1.0,0.0,0.0,1.0,0.0
1005,2006,"FENNER, GARY A.",0.056070536375045776,-0.06923067569732666,1.0,0.0,1.0,1.0,0.0
2139,2005,"MCLAUGHLIN, MARY A.",0.0399777777493,1.8333332538604736,0.0,0.0,1.0,1.0,0.0
3295,2011,"URBOM, WARREN K.",0.0,0.0,1.0,0.0,0.0,1.0,1.0
3585,2007,"ZLOCH, WILLIAM J.",-0.010535648092627525,0.4500000476837158,1.0,0.0,0.0,0.0,0.0
1612,2006,"JONES, BARBARA S.",-1.040889929804223e-09,1.1176471710205078,0.0,0.0,1.0,1.0,0.0
2989,2006,"SMITH, WILLIAM E.",-0.008602142333984375,0.8064515590667725,1.0,0.0,0.0,0.0,0.0
373,2003,"BURGESS, FRANKLIN D.",1.6556845894299954e-09,0.3333333730697632,1.0,1.0,1.0,0.0,1.0
3522,2011,"WRIGHT, SCOTT O.",-0.03202027454972267,-1.2999999523162842,1.0,0.0,1.0,0.0,1.0
2620,2006,"ROBART, JAMES L.",0.048184651881456375,0.29411768913269043,1.0,0.0,0.0,1.0,0.0
2015,2010,"MARRERO, VICTOR",0.010445567779242992,-0.75,1.0,0.0,1.0,0.0,0.0
1024,2009,"FITZWATER, SIDNEY A.",0.09994857013225555,-1.2307692766189575,1.0,0.0,0.0,0.0,1.0
2222,2008,"MILLS, MICHAEL P.",0.029845163226127625,0.12903225421905518,1.0,0.0,0.0,0.0,0.0
314,2011,"BRIONES, DAVID",-0.03188550844788551,0.023076891899108887,1.0,0.0,1.0,0.0,0.0
1287,2011,"GRITZNER, JAMES E.",0.04228091612458229,0.0945122241973877,1.0,0.0,0.0,1.0,1.0
3035,2004,"STAGG, THOMAS E., JR.",-0.027613094076514244,0.029411792755126953,1.0,0.0,0.0,0.0,1.0
1403,2011,"HERNDON, DAVID R.",0.03131943568587303,0.5750000476837158,1.0,0.0,1.0,0.0,1.0
1841,2004,"LAND, CLAY D.",-0.020574072375893593,0.23333334922790527,1.0,0.0,0.0,1.0,0.0
392,2005,"BURY, DAVID C.",0.015165247023105621,-1.1071428060531616,1.0,0.0,0.0,0.0,0.0
235,2007,"BLOCK, FREDERIC",0.06252433359622955,0.0,1.0,0.0,1.0,1.0,1.0
1836,2010,"LAND, CLAY D.",0.1415998935699463,0.5199999809265137,1.0,0.0,0.0,1.0,0.0
1722,2009,"KIMBALL, DALE A.",0.02796648070216179,-0.06132078170776367,1.0,0.0,1.0,1.0,1.0
1235,2004,"GOTTSCHALL, JOAN B.",3.2870208777069365e-09,0.6470588445663452,0.0,0.0,1.0,0.0,1.0
2382,2004,"NORTON, DAVID C.",-0.12374603748321533,0.2749999761581421,1.0,0.0,0.0,1.0,1.0
1072,2004,"FRIEDMAN, JEROME B.",-0.2871699035167694,-0.17741930484771729,1.0,0.0,1.0,1.0,0.0
2414,2004,"OWEN, RICHARD",-7.450580596923828e-09,2.5,1.0,0.0,0.0,0.0,1.0
1811,2010,"KRIEGER, MARCIA S.",0.0869583934545517,-1.7209302186965942,0.0,0.0,0.0,1.0,0.0
2653,2007,"ROBINSON, STEPHEN C.",-1.3546510579942606e-09,0.3636363744735718,1.0,1.0,0.0,1.0,0.0
1196,2010,"GILLMOR, HELEN W.",0.009882158599793911,0.8571428060531616,0.0,0.0,1.0,0.0,1.0
3229,2004,"TORRES, ERNEST C.",-0.05333036184310913,0.5588235855102539,1.0,0.0,0.0,1.0,0.0
1641,2003,"JORGENSON, CINDY K.",0.0666995570063591,0.23529410362243652,0.0,0.0,0.0,1.0,0.0
1157,2010,"GERSHON, NINA",0.12473572045564651,1.2999999523162842,0.0,0.0,1.0,0.0,0.0
3297,2007,"URBOM, WARREN K.",0.10829029977321625,0.0,1.0,0.0,0.0,1.0,1.0
1657,2009,"KAHN, LAWRENCE E.",0.0588422529399395,0.0,1.0,0.0,1.0,0.0,0.0
759,2006,"DAVIS, MICHAEL J.",-0.0012954834382981062,-1.850000023841858,1.0,1.0,1.0,1.0,1.0
3283,2009,"TYSON, RALPH E.",-0.023460689932107925,0.2884615659713745,1.0,1.0,1.0,0.0,0.0
3538,2009,"YOUNG, RICHARD L.",0.009126891382038593,-0.06060600280761719,1.0,0.0,1.0,1.0,0.0
1648,2003,"JUNELL, ROBERT A.",0.024514755234122276,-1.1159420013427734,1.0,0.0,0.0,0.0,0.0
1915,2005,"LIFLAND, JOHN C.",0.125200092792511,-0.009999990463256836,1.0,0.0,0.0,1.0,0.0
2863,2008,"SHARPE, GARY L.",-0.0028890143148601055,-0.27142858505249023,1.0,0.0,0.0,1.0,0.0
3044,2009,"STAMP, FREDERICK P., JR.",0.16318489611148834,0.15625,1.0,0.0,0.0,1.0,1.0
1795,2011,"KOVACHEVICH, ELIZABETH A.",0.10431374609470367,-0.4117647409439087,0.0,0.0,0.0,0.0,0.0
611,2004,"CONABOY, RICHARD P.",-0.13333332538604736,0.0,1.0,0.0,1.0,0.0,0.0
2493,2004,"PLATT, THOMAS C., JR.",0.15075616538524628,0.3043478727340698,1.0,0.0,0.0,0.0,1.0
2690,2009,"ROSENBAUM, JAMES M.",0.0018957616994157434,0.09032249450683594,1.0,0.0,0.0,1.0,0.0
346,2005,"BROWNING, JAMES O.",-0.3232758641242981,0.17241382598876953,1.0,0.0,0.0,1.0,0.0
2819,2005,"SEDWICK, JOHN W.",0.11127342283725739,0.04926109313964844,1.0,0.0,0.0,1.0,1.0
1797,2007,"KOVACHEVICH, ELIZABETH A.",0.2538060247898102,0.25,0.0,0.0,0.0,0.0,0.0
2023,2010,"MARTIN, BEVERLY B.",0.17569446563720703,0.3999999761581421,0.0,0.0,1.0,1.0,0.0
943,2006,"ENGLAND, MORRISON C., JR.",-0.02200116589665413,0.8596490621566772,1.0,1.0,0.0,1.0,0.0
396,2007,"BURY, DAVID C.",-0.03865456208586693,0.3448275327682495,1.0,0.0,0.0,0.0,0.0
2476,2010,"PHILLIPS, THOMAS W.",0.038252487778663635,0.0196077823638916,1.0,0.0,0.0,1.0,0.0
2997,2006,"SPARKS, SAM",-0.02149897813796997,2.364102602005005,1.0,0.0,0.0,1.0,1.0
410,2007,"CALDWELL, KAREN K.",0.03877286612987518,0.703703761100769,0.0,0.0,0.0,0.0,0.0
812,2004,"DIAMOND, GUSTAVE",0.001480865990743041,0.75,1.0,0.0,1.0,0.0,0.0
344,2008,"BROWNING, JAMES O.",9.313225746154785e-10,-0.07692313194274902,1.0,0.0,0.0,1.0,0.0
2069,2011,"MAYS, SAMUEL H., JR.",0.040288619697093964,0.18315017223358154,1.0,0.0,0.0,0.0,0.0
1538,2010,"HUNT, ROGER L.",0.022411029785871506,-14.583333969116211,1.0,0.0,1.0,1.0,1.0
25,2007,"AIKEN, ANN L.",0.0263503547757864,0.9333332777023315,0.0,0.0,1.0,0.0,0.0
1276,2009,"GRIESBACH, WILLIAM C.",0.048900701105594635,-0.17948710918426514,1.0,0.0,0.0,1.0,0.0
1696,2010,"KEENAN, JOHN F.",0.0402110293507576,0.5555555820465088,1.0,0.0,0.0,1.0,0.0
3550,2010,"YOUNG, WILLIAM G.",0.0032178510446101427,0.7391304969787598,1.0,0.0,0.0,0.0,1.0
3040,2006,"STAMP, FREDERICK P., JR.",0.15515239536762238,-0.2286585569381714,1.0,0.0,0.0,1.0,1.0
170,2008,"BEATY, JAMES A., JR.",-0.0018984794151037931,-0.2619047164916992,1.0,1.0,1.0,1.0,1.0
1106,2005,"GADOLA, PAUL V.",-0.040241289883852005,0.514285683631897,1.0,0.0,0.0,0.0,0.0
2499,2003,"POLOZOLA, FRANK J.",-0.00478701526299119,-0.4117647409439087,1.0,0.0,1.0,1.0,0.0
1355,2005,"HANEN, ANDREW S.",-0.011986883357167244,0.16666662693023682,1.0,0.0,0.0,1.0,0.0
1549,2008,"HUNT, WILLIS B., JR.",0.01944444328546524,0.5,1.0,0.0,1.0,1.0,1.0
1805,2007,"KRIEGER, MARCIA S.",0.1724916696548462,-0.3660377264022827,0.0,0.0,0.0,1.0,0.0
1647,2010,"JUNELL, ROBERT A.",-0.009296245872974396,0.5510203838348389,1.0,0.0,0.0,0.0,0.0
2131,2006,"MCKINNEY, LARRY J.",0.01751813292503357,0.9360901117324829,1.0,0.0,0.0,1.0,1.0
998,2007,"FEIKENS, JOHN",0.01441110484302044,-0.3333333730697632,1.0,0.0,0.0,0.0,1.0
1866,2003,"LAWSON, DAVID M.",-0.09599810838699341,0.1818181276321411,1.0,0.0,1.0,1.0,0.0
1789,2009,"KOSIK, EDWIN M.",0.000554601545445621,0.7129629850387573,1.0,0.0,0.0,1.0,0.0
2688,2008,"ROSENBAUM, JAMES M.",0.09759847819805145,-2.5897436141967773,1.0,0.0,0.0,1.0,0.0
2422,2007,"PALLMEYER, REBECCA R.",0.01687893085181713,1.192307710647583,0.0,0.0,1.0,0.0,1.0
618,2004,"CONMY, PATRICK A.",-0.06805555522441864,0.6000000238418579,1.0,0.0,0.0,0.0,0.0
2875,2006,"SHAW, CHARLES A.",0.05750436335802078,0.07507503032684326,1.0,1.0,1.0,1.0,1.0
2734,2009,"SACHS, HOWARD F.",0.027505038306117058,-0.14814817905426025,1.0,0.0,1.0,1.0,0.0
3241,2004,"TRAGER, DAVID G.",-0.015277775004506111,0.10000002384185791,1.0,0.0,1.0,1.0,0.0
3092,2011,"STIEHL, WILLIAM D.",-0.03437500447034836,-2.3125,1.0,0.0,0.0,0.0,1.0
1330,2010,"HALL, JANET C.",0.09967222809791565,0.37931036949157715,0.0,0.0,1.0,1.0,0.0
576,2005,"COHN, AVERN L.",0.08921752870082855,0.4545454978942871,1.0,0.0,1.0,0.0,0.0
3004,2004,"SPARKS, SAM",0.19780179858207703,0.39024388790130615,1.0,0.0,0.0,1.0,1.0
2580,2010,"RANDA, RUDOLPH T.",0.02891477383673191,-0.2444443702697754,1.0,0.0,0.0,0.0,0.0
2587,2009,"READE, LINDA R.",0.07588569819927216,-1.802520990371704,0.0,0.0,0.0,1.0,0.0
3317,2005,"VAZQUEZ, MARTHA A.",0.22517651319503784,0.8333333730697632,0.0,0.0,1.0,1.0,0.0
1248,2009,"GRAHAM, DONALD L.",0.13128715753555298,-0.9516129493713379,1.0,1.0,0.0,0.0,1.0
1462,2011,"HOCHBERG, FAITH S.",-0.2550925612449646,0.0,0.0,0.0,1.0,1.0,0.0
1430,2011,"HILTON, CLAUDE M.",-0.015625011175870895,-0.8333333730697632,1.0,0.0,0.0,1.0,1.0
3137,2005,"SWEET, ROBERT W.",0.08510205149650574,3.0,1.0,0.0,1.0,1.0,1.0
953,2011,"ERICKSON, RALPH R.",-0.017211152240633965,0.07282912731170654,1.0,0.0,0.0,0.0,0.0
51,2004,"ALTONAGA, CECILIA M.",0.18259726464748383,-0.3214285373687744,0.0,0.0,0.0,0.0,0.0
2263,2006,"MOODY, JAMES T.",-2.1913472425527658e-10,4.176470756530762,1.0,0.0,0.0,0.0,1.0
1108,2008,"GADOLA, PAUL V.",0.12094221264123917,0.27272725105285645,1.0,0.0,0.0,0.0,0.0
3153,2009,"TARNOW, ARTHUR J.",0.011313424445688725,-0.8333333730697632,1.0,0.0,1.0,0.0,0.0
1200,2007,"GILLMOR, HELEN W.",0.025144482031464577,0.3058823347091675,0.0,0.0,1.0,0.0,1.0
208,2006,"BERTELSMAN, WILLIAM O.",0.025924913585186005,0.7777777910232544,1.0,0.0,1.0,1.0,0.0
3178,2005,"THOMPSON, ALVIN W.",0.0051002805121243,0.0,1.0,1.0,1.0,0.0,1.0
119,2004,"BASSLER, WILLIAM G.",0.067478246986866,0.05555558204650879,1.0,0.0,0.0,0.0,0.0
1561,2003,"ILLSTON, SUSAN Y.",0.2408231794834137,-6.227272987365723,0.0,0.0,1.0,1.0,0.0
3140,2005,"TAGLE, HILDA G.",0.06129339709877968,-0.6909091472625732,0.0,0.0,1.0,0.0,1.0
3354,2004,"WALLS, WILLIAM H.",-0.022770877927541733,0.0,1.0,1.0,1.0,0.0,1.0
1593,2006,"JARVIS, JAMES H., II",-0.00731211993843317,-0.4285714626312256,1.0,0.0,0.0,0.0,1.0
243,2008,"BOWDRE, KARON O.",0.09096260368824005,-0.8913043737411499,0.0,0.0,0.0,0.0,0.0
352,2004,"BUCKLEW, SUSAN C.",0.060729704797267914,-0.7727272510528564,0.0,0.0,1.0,0.0,1.0
1334,2003,"HALL, JANET C.",6.208817349140361e-10,1.0833332538604736,0.0,0.0,1.0,1.0,0.0
3419,2008,"WHELAN, THOMAS J.",0.024654950946569443,0.17777776718139648,1.0,0.0,1.0,0.0,0.0
803,2009,"DER-YEGHIAYAN, SAMUEL",0.06775356084108353,0.3200000524520874,1.0,0.0,0.0,0.0,0.0
1883,2010,"LEIGHTON, RONALD B.",0.051608677953481674,0.5,1.0,0.0,0.0,1.0,1.0
1532,2011,"HUFF, MARILYN L.",0.03594628721475601,-0.13888883590698242,0.0,0.0,0.0,1.0,1.0
1509,2011,"HOYT, KENNETH M.",0.20000000298023224,0.20000004768371582,1.0,1.0,0.0,1.0,1.0
1908,2005,"LEVI, DAVID F.",0.06988148391246796,-0.01923072338104248,1.0,0.0,0.0,0.0,0.0
1290,2010,"GRITZNER, JAMES E.",0.009331872686743736,0.24324321746826172,1.0,0.0,0.0,1.0,1.0
2871,2004,"SHAW, CHARLES A.",-0.05392557755112648,-1.1764706373214722,1.0,1.0,1.0,1.0,1.0
976,2009,"FALLON, ELDON E.",0.01397058553993702,0.3529411554336548,1.0,0.0,1.0,1.0,0.0
1650,2005,"JUNELL, ROBERT A.",0.026073187589645386,-0.2591463327407837,1.0,0.0,0.0,0.0,0.0
2469,2004,"PERRY, MATTHEW J., JR.",-0.03734665736556053,-0.3461538553237915,1.0,1.0,1.0,0.0,1.0
2399,2004,"O'KELLEY, WILLIAM C.",-0.08322539925575256,0.14285719394683838,1.0,0.0,0.0,0.0,1.0
3197,2007,"THOMPSON, RALPH G.",0.05185578390955925,0.03361344337463379,1.0,0.0,0.0,0.0,1.0
2747,2007,"SARGUS, EDMUND A., JR.",-0.2849031984806061,0.36000001430511475,1.0,0.0,1.0,1.0,0.0
755,2008,"DAVIS, LEONARD E.",0.07556422799825668,0.2222222089767456,1.0,0.0,0.0,1.0,1.0
646,2007,"COOPER, CLARENCE",0.0,1.2727272510528564,1.0,1.0,1.0,0.0,1.0
1537,2008,"HUNT, ROGER L.",0.06946411728858948,0.5714285373687744,1.0,0.0,1.0,1.0,1.0
114,2010,"BARBOUR, WILLIAM H., JR.",0.02524895966053009,0.0,1.0,0.0,0.0,0.0,1.0
3253,2004,"TUCKER, PETRESE B.",-0.03153935819864273,-0.33333325386047363,0.0,1.0,1.0,1.0,0.0
1856,2003,"LASNIK, ROBERT S.",0.0,0.4545454978942871,1.0,0.0,1.0,0.0,0.0
1437,2006,"HINKLE, ROBERT L.",0.019368253648281097,-1.2165899276733398,1.0,0.0,1.0,1.0,0.0
1015,2006,"FIGA, PHILLIP S.",0.16762655973434448,-0.3541666269302368,1.0,0.0,0.0,1.0,0.0
648,2007,"COOPER, FLORENCE-MARIE",6.208817349140361e-10,-1.2727272510528564,0.0,0.0,1.0,1.0,0.0
2253,2007,"MONTGOMERY, ANN D.",0.3439258337020874,-0.2666666507720947,0.0,0.0,1.0,1.0,1.0
1319,2010,"HADDON, SAM E.",0.020961113274097443,-0.4252873659133911,1.0,0.0,0.0,1.0,0.0
1436,2007,"HINKLE, ROBERT L.",0.0514385886490345,1.2058823108673096,1.0,0.0,1.0,1.0,0.0
659,2005,"COPENHAVER, JOHN T., JR.",0.004899854306131601,0.3684210777282715,1.0,0.0,0.0,1.0,1.0
1673,2006,"KANE, YVETTE",0.04263117536902428,0.25714290142059326,0.0,0.0,1.0,0.0,1.0
3561,2009,"ZAINEY, JAY C.",0.01730526238679886,0.8333333730697632,1.0,0.0,0.0,0.0,0.0
3564,2011,"ZAPATA, FRANK R.",-0.0108193913474679,0.47826087474823,1.0,0.0,1.0,1.0,0.0
2004,2008,"MARRA, KENNETH A.",-0.09457417577505112,-0.11538457870483398,1.0,0.0,0.0,1.0,0.0
624,2010,"CONNER, CHRISTOPHER C.",0.0331561304628849,1.230769157409668,1.0,0.0,0.0,1.0,0.0
985,2005,"FARNAN, JOSEPH J., JR.",0.029675474390387535,0.6315789222717285,1.0,0.0,0.0,0.0,0.0
263,2005,"BOYKO, CHRISTOPHER A.",-0.014957264997065067,1.653846263885498,1.0,0.0,0.0,1.0,0.0
1703,2006,"KENNELLY, MATTHEW F.",0.03201058506965637,0.4285714626312256,1.0,0.0,1.0,1.0,0.0
911,2007,"ECONOMUS, PETER C.",1.1486311901620638e-09,1.0714285373687744,1.0,0.0,1.0,1.0,0.0
3414,2010,"WHALEY, ROBERT H.",0.06135476380586624,0.1538461446762085,1.0,0.0,1.0,1.0,0.0
3238,2010,"TRAGER, DAVID G.",4.470348535789981e-09,0.20000004768371582,1.0,0.0,1.0,1.0,0.0
1482,2007,"HOOD, JOSEPH M.",-0.028014563024044037,0.4883720874786377,1.0,0.0,0.0,0.0,0.0
1938,2003,"LODGE, EDWARD J.",-0.1830034852027893,0.5714285373687744,1.0,0.0,0.0,0.0,0.0
2403,2009,"O'KELLEY, WILLIAM C.",-0.23078982532024384,0.08823525905609131,1.0,0.0,0.0,0.0,1.0
1123,2010,"GARCIA, EDWARD J.",0.07406783849000931,0.4585365056991577,1.0,0.0,0.0,0.0,0.0
2697,2011,"ROSENBLATT, PAUL G.",-0.04338783770799637,0.14285719394683838,1.0,0.0,0.0,0.0,1.0
1879,2006,"LEIGHTON, RONALD B.",-0.01508661825209856,1.0852712392807007,1.0,0.0,0.0,1.0,1.0
1003,2003,"FENNER, GARY A.",0.2583237290382385,0.3571428060531616,1.0,0.0,1.0,1.0,0.0
2067,2006,"MAYS, SAMUEL H., JR.",0.004158319905400276,-17.9761905670166,1.0,0.0,0.0,0.0,0.0
2609,2003,"REEVES, DANNY C.",0.019625788554549217,-2.055555582046509,1.0,0.0,0.0,0.0,0.0
1548,2010,"HUNT, WILLIS B., JR.",1.4901161415892261e-09,0.3999999761581421,1.0,0.0,1.0,1.0,1.0
2003,2005,"MARRA, KENNETH A.",0.08448167145252228,0.1944444179534912,1.0,0.0,0.0,1.0,0.0
3227,2010,"TODD, JAMES D.",0.0,0.5,1.0,0.0,0.0,1.0,1.0
1441,2011,"HINKLE, ROBERT L.",-0.013206920586526394,0.7333333492279053,1.0,0.0,1.0,1.0,0.0
1985,2007,"MANNING, BLANCHE M.",0.08370307832956314,1.2222223281860352,0.0,1.0,1.0,0.0,0.0
1425,2007,"HIGHSMITH, SHELBY",-0.01315983198583126,0.10000002384185791,1.0,0.0,0.0,1.0,1.0
3251,2009,"TRAUGER, ALETA A.",0.016657361760735512,-0.9864864349365234,0.0,0.0,1.0,1.0,1.0
2658,2003,"ROBRENO, EDUARDO C.",0.10090276598930359,0.5,1.0,0.0,0.0,0.0,0.0
2349,2004,"MURPHY, HAROLD L.",0.09539296478033066,0.5897436141967773,1.0,0.0,1.0,1.0,1.0
3318,2004,"VELA, FILEMON B.",-0.037033069878816605,0.0,1.0,0.0,1.0,0.0,0.0
22,2008,"AIKEN, ANN L.",0.021265046671032906,1.7777776718139648,0.0,0.0,1.0,0.0,0.0
1046,2004,"FOLSOM, DAVID",0.028280993923544884,0.16666662693023682,1.0,0.0,1.0,1.0,0.0
1919,2007,"LINARES, JOSE L.",-0.03270626813173294,0.0,1.0,0.0,0.0,1.0,0.0
2696,2007,"ROSENBLATT, PAUL G.",0.05127772316336632,0.10000002384185791,1.0,0.0,0.0,0.0,1.0
1103,2004,"FULLER, MARK E.",-0.0028750032652169466,2.8214285373687744,1.0,0.0,0.0,0.0,0.0
2056,2008,"MAXWELL, ROBERT E.",-0.06783448904752731,0.25,1.0,0.0,1.0,0.0,0.0
2479,2004,"PHILLIPS, THOMAS W.",0.014336051419377327,0.26315784454345703,1.0,0.0,0.0,1.0,0.0
3102,2003,"STORY, RICHARD W.",-2.292486422916795e-09,-1.692307710647583,1.0,0.0,1.0,1.0,1.0
1954,2006,"LUNGSTRUM, JOHN W.",-0.020729921758174896,-0.13636362552642822,1.0,0.0,0.0,1.0,1.0
820,2004,"DICLERICO, JOSEPH A., JR.",0.0691724643111229,-0.3095238208770752,1.0,0.0,0.0,1.0,0.0
301,2007,"BRIMMER, CLARENCE A., JR.",-0.013545604422688484,0.15408813953399658,1.0,0.0,0.0,0.0,1.0
2251,2003,"MONTGOMERY, ANN D.",0.07958868891000748,-0.1904761791229248,0.0,0.0,1.0,1.0,1.0
490,2004,"CAUTHRON, ROBIN J.",0.05896991491317749,-3.2083334922790527,0.0,0.0,0.0,1.0,1.0
530,2006,"CHESLER, STANLEY R.",-0.23579543828964233,0.1052631139755249,1.0,0.0,0.0,1.0,0.0
1198,2009,"GILLMOR, HELEN W.",0.004455989692360163,-0.75,0.0,0.0,1.0,0.0,1.0
3226,2004,"TODD, JAMES D.",0.002924899570643902,0.2294520139694214,1.0,0.0,0.0,1.0,1.0
1958,2005,"LYNN, BARBARA M.",0.129340261220932,0.16666662693023682,0.0,0.0,1.0,1.0,0.0
2982,2004,"SMITH, WALTER S., JR.",0.008674983866512775,0.08333337306976318,1.0,0.0,0.0,1.0,1.0
2745,2005,"SARGUS, EDMUND A., JR.",0.1719568520784378,1.133333444595337,1.0,0.0,1.0,1.0,0.0
129,2008,"BATAILLON, JOSEPH F.",0.0657052993774414,-0.045976996421813965,1.0,0.0,1.0,0.0,0.0
2215,2006,"MILLER, WALKER D.",-0.521400511264801,0.7333333492279053,1.0,0.0,1.0,0.0,1.0
1769,2003,"KORMAN, EDWARD R.",0.002470636274665594,0.3999999761581421,1.0,0.0,0.0,1.0,0.0
3574,2008,"ZATKOFF, LAWRENCE P.",-0.09448451548814774,0.1538461446762085,1.0,0.0,0.0,1.0,0.0
2927,2008,"SINGAL, GEORGE Z.",0.060884375125169754,0.13939392566680908,1.0,0.0,1.0,1.0,0.0
1212,2011,"GODBEY, DAVID C.",-0.038580235093832016,0.0,1.0,0.0,0.0,1.0,0.0
1886,2009,"LEIGHTON, RONALD B.",0.10910158604383469,0.7999999523162842,1.0,0.0,0.0,1.0,1.0
